age,work.class,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,salary
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
52,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,Below-50K
58,Local-gov,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,Below-50K
44,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,United-States,Above-50K
34,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,Below-50K
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,Below-50K
42,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,Above-50K
27,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,Below-50K
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,Above-50K
58,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,30,United-States,Below-50K
49,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,Below-50K
37,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,Below-50K
46,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,Above-50K
51,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
51,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,Below-50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,Below-50K
59,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,Below-50K
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,40,United-States,Below-50K
29,Federal-gov,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Above-50K
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,Below-50K
40,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,Above-50K
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,Above-50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,48,United-States,Below-50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,Above-50K
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,Below-50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,38,United-States,Below-50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,Below-50K
38,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
29,State-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,Above-50K
63,Private,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,Below-50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,Above-50K
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,Above-50K
39,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
58,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,36,United-States,Below-50K
50,Private,12th,8,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,Above-50K
36,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Iran,Below-50K
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,Above-50K
55,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,Above-50K
40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,Below-50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,Below-50K
40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,Above-50K
57,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
54,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
26,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,Below-50K
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,Below-50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
56,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,45,United-States,Above-50K
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,Below-50K
28,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,Below-50K
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
42,Self-emp-inc,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,50,United-States,Below-50K
24,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,Above-50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
46,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,Below-50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,Below-50K
50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,Above-50K
29,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,Below-50K
83,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,Below-50K
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Above-50K
30,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,Below-50K
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,Above-50K
27,Private,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,Below-50K
57,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Above-50K
42,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,Below-50K
42,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,Below-50K
48,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,Above-50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,Below-50K
68,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,Below-50K
34,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States,Below-50K
40,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,Below-50K
25,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,Above-50K
37,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2824,40,United-States,Above-50K
34,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,Below-50K
27,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,Below-50K
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,Below-50K
32,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,Below-50K
39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
50,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,Above-50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,Below-50K
43,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,Below-50K
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,90,United-States,Below-50K
51,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,21,United-States,Below-50K
29,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,Below-50K
57,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,Below-50K
55,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
47,Self-emp-inc,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,Above-50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,Below-50K
44,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,Above-50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Below-50K
26,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Below-50K
31,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
36,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,Above-50K
55,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,Above-50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Below-50K
29,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,Above-50K
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,Below-50K
57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Below-50K
43,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Below-50K
32,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,Below-50K
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Scotland,Below-50K
33,Federal-gov,Masters,14,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Nicaragua,Below-50K
57,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,Above-50K
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,Above-50K
28,State-gov,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,2339,40,United-States,Below-50K
50,State-gov,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6849,0,40,United-States,Below-50K
25,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
60,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,Below-50K
38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,Above-50K
36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,Below-50K
31,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,Below-50K
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,Above-50K
35,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,Below-50K
45,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,Below-50K
25,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,Above-50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,Above-50K
22,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,Below-50K
37,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,Above-50K
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,Above-50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,Below-50K
24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,Below-50K
30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,Below-50K
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Below-50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Below-50K
66,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,Below-50K
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,Below-50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,Above-50K
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
47,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,Below-50K
44,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,68,United-States,Below-50K
25,Private,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,Below-50K
56,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,50,United-States,Above-50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,Below-50K
23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Below-50K
75,Self-emp-not-inc,Masters,14,Widowed,Sales,Not-in-family,White,Male,0,0,45,United-States,Below-50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,26,United-States,Below-50K
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Below-50K
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,Below-50K
33,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,Below-50K
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Below-50K
57,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
53,Federal-gov,Bachelors,13,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,Below-50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,England,Above-50K
17,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,Below-50K
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,Below-50K
37,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Below-50K
41,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,Above-50K
28,Federal-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Below-50K
40,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,Guatemala,Above-50K
40,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
49,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,2339,50,United-States,Below-50K
47,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,Below-50K
29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,Above-50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,Below-50K
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,Below-50K
64,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,Above-50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,34,United-States,Below-50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,Below-50K
65,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,Above-50K
90,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,99,United-States,Below-50K
22,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Below-50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,Below-50K
49,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,Below-50K
21,Self-emp-not-inc,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,25,United-States,Below-50K
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,Above-50K
48,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,Below-50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,Below-50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
30,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,60,United-States,Above-50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,Below-50K
19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,Below-50K
42,State-gov,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,Below-50K
28,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,Below-50K
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,Above-50K
51,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,Above-50K
72,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United-States,Below-50K
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,Below-50K
26,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,Below-50K
41,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,Below-50K
51,State-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,United-States,Above-50K
63,Self-emp-not-inc,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,Below-50K
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,Below-50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,Below-50K
36,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,Above-50K
23,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,Below-50K
30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,Below-50K
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Below-50K
73,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
24,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,Below-50K
31,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,Above-50K
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
51,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,Columbia,Below-50K
44,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Below-50K
42,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,Below-50K
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,Below-50K
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,Below-50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,Above-50K
43,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,Below-50K
23,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,Below-50K
28,Private,10th,6,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,Below-50K
32,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Male,0,0,40,Nicaragua,Below-50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,Below-50K
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
42,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,Below-50K
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,Above-50K
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,Above-50K
29,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,Below-50K
48,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,Below-50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,Below-50K
48,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,Above-50K
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
24,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,2580,0,40,United-States,Below-50K
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,Above-50K
42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,France,Below-50K
60,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,Above-50K
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,Below-50K
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,Below-50K
20,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
23,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,Below-50K
61,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,Above-50K
53,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,Above-50K
52,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,Above-50K
59,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Below-50K
60,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,Below-50K
58,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,Below-50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,Above-50K
37,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Below-50K
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,Above-50K
